pattern	constr_id	form	correct_number	cls_noun_num	cls_token_num	fst_noun_num	com_num	prefix	len_prefix	len_context	que_index	freq	sent	pos
obj_aux_PP	15	rapportées	plur	sing	sing	sing	sing	""" Claire et moi te prions de nous dire ce qu' il faut enfin faire de ces peaux de girafe que tu avais"	23	6	21	228	""" Claire et moi te prions de nous dire ce qu' il faut enfin faire de ces peaux de girafe que tu avais rapportées du Sénégal ; elles sont presque pourries et ne sont point du tout un ornement pour la cour . <eos>"	PUNCT PROPN CCONJ PRON PRON VERB ADP PRON VERB PRON PRON PRON VERB ADV VERB ADP DET NOUN ADP NOUN PRON PRON AUX VERB ADP PROPN PUNCT PRON AUX ADV ADJ CCONJ ADV AUX ADV ADV PRON DET NOUN ADP DET NOUN PUNCT
obj_aux_PP	16	choisie	sing	sing	plur	sing	sing	""" Dans l' état où notre heureuse et dernière révolution nous a placés , lorsque des millions de citoyens sont en mouvement et s' organisent provisoirement en gardes nationales , lorsqu' il se prépare une organisation définitive d' après une nouvelle loi qui aura besoin d' ensemble et de confiance , et lorsque la malveillance , déclarée ou secrète , mais non douteuse , des Puissances étrangères exige qu' on leur montre une nation armée , palpitante de patriotisme , et ralliée non-seulement à la liberté , mais à la forme de gouvernement que nous avons"	96	6	94	1117	""" Dans l' état où notre heureuse et dernière révolution nous a placés , lorsque des millions de citoyens sont en mouvement et s' organisent provisoirement en gardes nationales , lorsqu' il se prépare une organisation définitive d' après une nouvelle loi qui aura besoin d' ensemble et de confiance , et lorsque la malveillance , déclarée ou secrète , mais non douteuse , des Puissances étrangères exige qu' on leur montre une nation armée , palpitante de patriotisme , et ralliée non-seulement à la liberté , mais à la forme de gouvernement que nous avons choisie , convient-il ou ne convient-il pas de placer à la tête de ce grand mouvement un homme qui jouit de la confiance publique ? <eos>"	PUNCT ADP DET NOUN ADV DET ADJ CCONJ ADJ NOUN PRON AUX VERB PUNCT SCONJ DET NOUN ADP NOUN VERB ADP NOUN CCONJ PRON VERB ADV ADP NOUN ADJ PUNCT SCONJ PRON PRON VERB DET NOUN ADJ ADP ADP DET ADJ NOUN PRON VERB NOUN ADP NOUN CCONJ ADP NOUN PUNCT CCONJ SCONJ DET NOUN PUNCT VERB CCONJ ADJ PUNCT CCONJ ADV ADJ PUNCT DET PROPN ADJ VERB SCONJ PRON PRON VERB DET NOUN ADJ PUNCT ADJ ADP NOUN PUNCT CCONJ VERB ADV ADP DET NOUN PUNCT CCONJ ADP DET NOUN ADP NOUN PRON PRON AUX VERB PUNCT PRON CCONJ ADV PRON ADV ADP VERB ADP DET NOUN ADP DET ADJ NOUN DET NOUN PRON VERB ADP DET NOUN ADJ PUNCT
obj_aux_PP	17	eus	plur	sing	sing	sing	sing	""" Dans la journée , elle fit au duc d' Havré des excuses pour tous les moments d' impatience qu' elle avait"	22	6	20	75	""" Dans la journée , elle fit au duc d' Havré des excuses pour tous les moments d' impatience qu' elle avait eus contre lui , et parla dans le même sens à presque tous ses gens et avec une telle bonté , une telle sensibilité , que je les ai tous vu fondre en larmes et qu' il n' existe personne dans la maison qui ne regrette sincèrement , et qui ne pleure encore cette excellente princesse , qui n' a été véritablement connue et appréciée qu' au dernier moment . <eos>"	PUNCT ADP DET NOUN PUNCT PRON VERB ADP NOUN ADP PROPN DET NOUN ADP ADJ DET NOUN ADP NOUN PRON PRON AUX VERB ADP PRON PUNCT CCONJ VERB ADP DET ADJ NOUN ADP ADV ADJ DET NOUN CCONJ ADP DET ADJ NOUN PUNCT DET ADJ NOUN PUNCT SCONJ PRON PRON AUX PRON VERB VERB ADP NOUN CCONJ SCONJ PRON ADV VERB PRON ADP DET NOUN PRON ADV VERB ADV PUNCT CCONJ PRON ADV VERB ADV DET ADJ NOUN PUNCT PRON ADV AUX AUX ADV VERB CCONJ VERB ADV ADP ADJ NOUN PUNCT
obj_aux_PP	18	envoyée	sing	sing	sing	none	sing	""" Dans ma dernière , je vous parlais d' une cargaison de poésie que j' ai"	16	6	14	963	""" Dans ma dernière , je vous parlais d' une cargaison de poésie que j' ai envoyée à M * * * , d' après son désir et ses instances ; --et maintenant qu' il l' a reçue , il en fait fi , et la traîne en longueur . <eos>"	PUNCT ADP DET ADJ PUNCT PRON PRON VERB ADP DET NOUN ADP NOUN PRON PRON AUX VERB ADP NOUN SYM SYM SYM PUNCT ADP ADP DET NOUN CCONJ DET NOUN PUNCT CCONJ ADV SCONJ PRON PRON AUX VERB PUNCT PRON PRON VERB NOUN PUNCT CCONJ PRON VERB ADP NOUN PUNCT
obj_aux_PP	19	crues	plur	plur	plur	sing	plur	""" Eh bien , voyez-vous , commandant , m' a-t-il dit , nous avions fréquenté ensemble toutes les espèces de sauvages que j' aurais"	24	6	22	926	""" Eh bien , voyez-vous , commandant , m' a-t-il dit , nous avions fréquenté ensemble toutes les espèces de sauvages que j' aurais crues les plus vilaines , ceux à peau noire , ceux à peau jaune ou à peau rouge . <eos>"	PUNCT INTJ ADV PUNCT PRON PUNCT NOUN PUNCT PRON PRON VERB PUNCT PRON AUX VERB ADV ADJ DET NOUN ADP NOUN PRON PRON AUX VERB DET ADV ADJ PUNCT PRON ADP NOUN ADJ PUNCT PRON ADP NOUN ADJ CCONJ ADP NOUN ADJ PUNCT
obj_aux_PP	20	pratiqués	plur	plur	sing	sing	sing	""" En surplus , Poquet , dit Atlas , se proposa spontanément pour la chiromancie , somnambulisme , et tours de cartes qu' il avait"	25	6	23	334	""" En surplus , Poquet , dit Atlas , se proposa spontanément pour la chiromancie , somnambulisme , et tours de cartes qu' il avait pratiqués avec succès dans plusieurs villes de l' Europe . <eos>"	PUNCT ADP NOUN PUNCT PROPN PUNCT VERB PROPN PUNCT PRON VERB ADV ADP DET NOUN PUNCT NOUN PUNCT CCONJ NOUN ADP NOUN PRON PRON AUX VERB ADP NOUN ADP DET NOUN ADP DET PROPN PUNCT
obj_aux_PP	21	causé	sing	sing	sing	sing	sing	""" Il faudrait qu' elle soit bien ingrate "" , reprit Françoise , en qui Albertine renouvelait après tant d' années le même supplice d' envie que lui avait"	29	6	27	1194	""" Il faudrait qu' elle soit bien ingrate "" , reprit Françoise , en qui Albertine renouvelait après tant d' années le même supplice d' envie que lui avait causé jadis Eulalie auprès de ma tante . <eos>"	PUNCT PRON VERB SCONJ PRON AUX ADV ADJ PUNCT PUNCT VERB PROPN PUNCT ADP PRON PROPN VERB ADP ADV ADP NOUN DET ADJ NOUN ADP NOUN PRON PRON AUX VERB ADV PROPN ADV ADP DET NOUN PUNCT
obj_aux_PP	22	vus	plur	sing	sing	sing	sing	""" Il faut que vous sachiez , don Rodrigo de Narvaez , que cette Xarifa , dont je viens de parler , est maintenant la charmante Dulcinée du Toboso , pour qui j' ai fait , je fais et je ferai les plus fameux exploits de chevalerie qu' on ait"	50	6	48	539	""" Il faut que vous sachiez , don Rodrigo de Narvaez , que cette Xarifa , dont je viens de parler , est maintenant la charmante Dulcinée du Toboso , pour qui j' ai fait , je fais et je ferai les plus fameux exploits de chevalerie qu' on ait vus , qu' on voie et qu' on verra dans le monde . <eos>"	PUNCT PRON VERB SCONJ PRON VERB PUNCT NOUN PROPN ADP PROPN PUNCT SCONJ DET PROPN PUNCT PRON PRON VERB ADP VERB PUNCT AUX ADV DET ADJ PROPN DET PROPN PUNCT ADP PRON PRON AUX VERB PUNCT PRON VERB CCONJ PRON VERB DET ADV ADJ NOUN ADP NOUN PRON PRON AUX VERB PUNCT PRON PRON VERB CCONJ PRON PRON VERB ADP DET NOUN PUNCT
obj_aux_PP	23	imprimé	sing	sing	sing	sing	sing	""" Il semble , dit le curé , qu' il y ait là-dessous quelque mystère ; car , selon ce que j' ai ouï dire , c' est là le premier livre de chevalerie qu' on ait"	37	6	35	700	""" Il semble , dit le curé , qu' il y ait là-dessous quelque mystère ; car , selon ce que j' ai ouï dire , c' est là le premier livre de chevalerie qu' on ait imprimé en Espagne ; tous les autres ont pris de celui-là naissance et origine . <eos>"	PUNCT PRON VERB PUNCT VERB DET NOUN PUNCT SCONJ PRON PRON VERB ADV DET NOUN PUNCT CCONJ PUNCT ADP PRON PRON PRON AUX VERB VERB PUNCT PRON AUX ADV DET ADJ NOUN ADP NOUN PRON PRON AUX VERB ADP PROPN PUNCT ADJ DET PRON AUX VERB ADP PRON NOUN CCONJ NOUN PUNCT
obj_aux_PP	24	gardée	sing	sing	sing	sing	sing	""" Item , ma volonté est qu' ayant eu avec Sancho Panza , qu' en ma folie je fis mon écuyer , certains comptes et certain débat d' entrée et de sortie , on ne lui réclame rien de certaine somme d' argent qu' il a"	46	6	44	206	""" Item , ma volonté est qu' ayant eu avec Sancho Panza , qu' en ma folie je fis mon écuyer , certains comptes et certain débat d' entrée et de sortie , on ne lui réclame rien de certaine somme d' argent qu' il a gardée , et qu' on ne lui en demande aucun compte . <eos>"	PUNCT PROPN PUNCT DET NOUN VERB SCONJ AUX VERB ADP PROPN PROPN PUNCT SCONJ ADP DET NOUN PRON VERB DET NOUN PUNCT DET NOUN CCONJ ADJ NOUN ADP NOUN CCONJ ADP NOUN PUNCT PRON ADV PRON VERB PRON ADP ADJ NOUN ADP NOUN PRON PRON AUX VERB PUNCT CCONJ SCONJ PRON ADV PRON PRON VERB DET NOUN PUNCT
obj_aux_PP	25	laissée	sing	sing	sing	sing	sing	""" Je donne l' ordre à cinq cents hommes montés du 3e de hussards et du 27e de chasseurs , appartenant au cinquième corps de cavalerie , qui sont à Wilsdruff , de se rendre à Meissen pour y relever la brigade de cavalerie que vous aurez"	47	6	45	571	""" Je donne l' ordre à cinq cents hommes montés du 3e de hussards et du 27e de chasseurs , appartenant au cinquième corps de cavalerie , qui sont à Wilsdruff , de se rendre à Meissen pour y relever la brigade de cavalerie que vous aurez laissée dans cette place . <eos>"	PUNCT PRON VERB DET NOUN ADP NUM NUM NOUN VERB ADP ADJ ADP NOUN CCONJ NOUN ADJ ADP NOUN PUNCT VERB ADP ADJ NOUN ADP NOUN PUNCT PRON VERB ADP PROPN PUNCT ADP PRON VERB ADP PROPN ADP PRON VERB DET NOUN ADP NOUN PRON PRON AUX VERB ADP DET NOUN PUNCT
obj_aux_PP	26	reçues	plur	sing	sing	sing	sing	""" Je ne finirais pas si je vous disais tout ce que j' aurais à vous dire de votre gendre , toutes les marques d' amitié que j' ai"	29	6	27	637	""" Je ne finirais pas si je vous disais tout ce que j' aurais à vous dire de votre gendre , toutes les marques d' amitié que j' ai reçues de lui , toutes les visites qu' il m' a faites quand il a vu que je refusais constamment d' aller loger chez lui , tous les repas qu' il m' a donnés , et de quelle façon . <eos>"	PUNCT PRON ADV VERB ADV SCONJ PRON PRON VERB DET PRON PRON PRON VERB ADP PRON VERB ADP DET NOUN PUNCT ADJ DET NOUN ADP NOUN PRON PRON AUX VERB ADP PRON PUNCT ADJ DET NOUN PRON PRON PRON AUX VERB SCONJ PRON AUX VERB SCONJ PRON VERB ADV ADP VERB VERB ADP PRON PUNCT ADJ DET NOUN PRON PRON PRON AUX VERB PUNCT CCONJ ADP DET NOUN PUNCT
obj_aux_PP	27	amenés	plur	plur	sing	sing	sing	""" Je ne pense pas qu' un homme doive se louer lui-même ; mais je le dis , parce que c' est la vérité .... je crois que je passe pour avoir les plus beaux troupeaux de nègres qu' on ait"	41	6	39	483	""" Je ne pense pas qu' un homme doive se louer lui-même ; mais je le dis , parce que c' est la vérité .... je crois que je passe pour avoir les plus beaux troupeaux de nègres qu' on ait amenés ici .... du moins on le dit .... Ils sont en bon état , gras , bien portants , et j' en perds aussi peu que quelque négociant que ce soit . <eos>"	PUNCT PRON ADV VERB ADV SCONJ DET NOUN VERB PRON VERB PRON PUNCT CCONJ PRON PRON VERB PUNCT ADV SCONJ PRON AUX DET NOUN PUNCT PRON VERB SCONJ PRON VERB ADP VERB DET ADV ADJ NOUN ADP NOUN PRON PRON AUX VERB ADV PUNCT DET ADV PRON PRON VERB PUNCT PRON AUX ADP ADJ NOUN PUNCT ADJ PUNCT ADV ADJ PUNCT CCONJ PRON PRON VERB ADV ADV SCONJ DET NOUN PRON PRON AUX PUNCT
obj_aux_PP	28	choisi	sing	sing	sing	none	sing	""" Je regrette que le mode de publication que j' ai"	11	6	9	3497	""" Je regrette que le mode de publication que j' ai choisi ait été blâmé par le roi . <eos>"	PUNCT PRON VERB SCONJ DET NOUN ADP NOUN PRON PRON AUX VERB AUX AUX VERB ADP DET NOUN PUNCT
obj_aux_PP	29	causé	sing	sing	sing	sing	sing	""" Je rentrerai assez prochainement à Paris et si je réussis d' ici peu à surmonter le besoin d' isolement que m' a"	23	6	21	1194	""" Je rentrerai assez prochainement à Paris et si je réussis d' ici peu à surmonter le besoin d' isolement que m' a causé jusqu' ici la disparition de celui à qui je rapportais tout l' intérêt de ma vie , qui en faisait toute la joie , je serais bien heureux d' aller vous serrer la main et causer avec vous du passé . <eos>"	PUNCT PRON VERB ADV ADV ADP PROPN CCONJ SCONJ PRON VERB ADP ADV ADV ADP VERB DET NOUN ADP NOUN PRON PRON AUX VERB ADP ADV DET NOUN ADP PRON ADP PRON PRON VERB ADJ DET NOUN ADP DET NOUN PUNCT PRON PRON VERB ADJ DET NOUN PUNCT PRON AUX ADV ADJ ADP VERB PRON VERB DET NOUN CCONJ VERB ADP PRON ADP NOUN PUNCT
obj_aux_PP	30	placée	sing	sing	sing	none	sing	""" Je repoussai l' assiette de bois qu' on avait"	10	6	8	2381	""" Je repoussai l' assiette de bois qu' on avait placée devant moi . <eos>"	PUNCT PRON VERB DET NOUN ADP NOUN PRON PRON AUX VERB ADP PRON PUNCT
obj_aux_PP	31	détachée	sing	sing	sing	sing	sing	""" Je sais , capitaine , le cas que l' Empereur faisait de vous ; j' en ai causé souvent avec le général Montholon , et l' on m' a fait promettre de vous offrir un rameau de la branche de saule que j' ai"	45	6	43	203	""" Je sais , capitaine , le cas que l' Empereur faisait de vous ; j' en ai causé souvent avec le général Montholon , et l' on m' a fait promettre de vous offrir un rameau de la branche de saule que j' ai détachée de l' arbre à l' ombre duquel repose le grand Napoléon ; j' y ajouterai une pincée de terre prise sur son tombeau , et qui a par conséquent pu se mêler à ses cendres . <eos>"	PUNCT PRON VERB PUNCT NOUN PUNCT DET NOUN PRON DET PROPN VERB ADP PRON PUNCT PRON PRON AUX VERB ADV ADP DET NOUN PROPN PUNCT CCONJ DET PRON PRON AUX AUX VERB ADP PRON VERB DET NOUN ADP DET NOUN ADP NOUN PRON PRON AUX VERB ADP DET NOUN ADP DET NOUN PRON VERB DET ADJ PROPN PUNCT PRON PRON VERB DET NOUN ADP NOUN VERB ADP DET NOUN PUNCT CCONJ PRON AUX ADP NOUN VERB PRON VERB ADP DET NOUN PUNCT
obj_aux_PP	32	reçue	sing	sing	sing	sing	sing	""" Je suis né de manière que tout me devient une matière de réflexion ; c' est comme une philosophie de tempérament que j' ai"	25	6	23	685	""" Je suis né de manière que tout me devient une matière de réflexion ; c' est comme une philosophie de tempérament que j' ai reçue , et que le moindre objet met en exercice . <eos>"	PUNCT PRON AUX VERB ADP NOUN SCONJ PRON PRON VERB DET NOUN ADP NOUN PUNCT PRON AUX ADP DET NOUN ADP NOUN PRON PRON AUX VERB PUNCT CCONJ PRON DET ADJ NOUN VERB ADP NOUN PUNCT
obj_aux_PP	33	abandonné	sing	sing	sing	sing	sing	""" Je vous renvoie la _ Quarterly _ , sans l' avoir coupée ni ouverte , non par mépris ou dédain , ou brouillerie , mais c' est un genre de lecture que j' ai"	35	6	33	2560	""" Je vous renvoie la _ Quarterly _ , sans l' avoir coupée ni ouverte , non par mépris ou dédain , ou brouillerie , mais c' est un genre de lecture que j' ai abandonné depuis quelque tems , parce que je crois que les ouvrages périodiques nuisent à l' esprit , en lui présentant la superficie de trop d' objets à la fois . <eos>"	PUNCT PRON PRON VERB DET PUNCT PROPN PUNCT PUNCT ADP PRON AUX VERB CCONJ VERB PUNCT ADV ADP NOUN CCONJ NOUN PUNCT CCONJ NOUN PUNCT CCONJ PRON AUX DET NOUN ADP NOUN PRON PRON AUX VERB ADP DET NOUN PUNCT ADV SCONJ PRON VERB SCONJ DET NOUN ADJ VERB ADP DET NOUN PUNCT ADP PRON VERB DET NOUN ADP ADV ADP NOUN ADP DET NOUN PUNCT
